,number,name,theme,year,pieces,minifigs,availability,retired,released_date,retired_date,retail,value
10899,30-1,Basic Building Set,Basic,1976,258,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,17.59,198.65
10900,40-1,Basic Building Set,Basic,1976,258,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,14.95,223.1
10901,50-1,Basic Building Set,Basic,1976,390,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,17.59,440.88
10902,080-3,Police Station,Duplo,1976,28,4,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,0.0,448.59
10903,082-1,LEGOVille,Duplo,1976,66,7,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,0.0,457.47
10904,107-1,Universal Motor,Basic,1976,137,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,21.78,173.03
10905,108-1,Battery box,Basic,1976,1,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,3.52,99.43
10906,146-1,Level Crossing,Trains,1976,68,1,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,0.0,202.76
10907,147-1,Refridgerated Wagon,Trains,1976,115,2,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,15.4,168.24
10908,149-1,Fuel Refinery,Trains,1976,328,3,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,34.75,271.27
10909,156-2,Straight Track,Trains,1976,25,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,17.16,37.28
10910,157-1,Curved Track,Trains,1976,25,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,17.16,28.54
10911,159-1,Straight Track with Crossing,Trains,1976,25,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,17.16,48.06
10912,194-1,Family,Building Set with People,1976,94,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,3.51,62.08
10913,197-1,Farm Set,Building Set with People,1976,120,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,3.95,155.06
10914,210-1,Cowboys,Building Set with People,1976,39,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,2.19,74.84
10915,211-1,Mother and Baby with Dog,Building Set with People,1976,46,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,2.63,52.76
10916,212-2,Scooter,Building Set with People,1976,23,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,3.07,39.93
10917,256-1,Police Officers and Motorcycle,Building Set with People,1976,86,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,3.49,29.34
10918,258-1,Zoo with Baseboard,Building Set with People,1976,486,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,21.55,519.77
10919,314-1,Police Launch,LEGOLAND,1976,53,2,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,4.39,171.83
10920,315-2,Container ship,LEGOLAND,1976,95,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,13.19,196.22
10921,368-1,Taxi Garage,LEGOLAND,1976,156,2,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,13.19,13.19
10922,369-1,Coast Guard Station,LEGOLAND,1976,275,5,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,11.43,321.04
10923,370-1,Police Headquarters,LEGOLAND,1976,280,4,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,17.59,212.41
10924,385-1,Jeep with Steering,LEGOLAND,1976,57,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,2.54,192.19
10925,386-1,Air Ambulance,LEGOLAND,1976,151,3,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,8.79,312.33
10926,387-1,Excavator and Dumper,LEGOLAND,1976,159,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,11.43,127.53
10927,393-1,Norton Motorcycle,Hobby Set,1976,133,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,8.79,306.86
10928,394-1,Harley-Davidson 1000cc,Hobby Set,1976,143,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,8.79,666.92
10929,395-1,1909 Rolls-Royce,Hobby Set,1976,281,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,10.99,633.06
10930,396-1,Thatcher Perkins Locomotive,Hobby Set,1976,438,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,17.59,226.14
10931,425-1,Fork Lift,LEGOLAND,1976,21,1,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,1.31,73.92
10932,435-1,Tipper Truck,LEGOLAND,1976,17,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,2.19,70.4
10933,445-1,Police Units,LEGOLAND,1976,49,2,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,2.19,106.47
10934,455-1,Learjet,LEGOLAND,1976,46,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,0.0,78.48
10935,485-1,Fire Truck,LEGOLAND,1976,72,3,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,1.1,127.6
10936,530-2,Puppy,Duplo,1976,9,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,0.0,-0.88
10937,531-1,Elephants,Duplo,1976,20,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,0.0,-0.88
10938,532-1,Pull-Along Ducks,Duplo,1976,19,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,0.0,266.09
10939,550-2,Windmill,LEGOLAND,1976,210,2,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,13.19,792.0
10940,555-1,Hospital,LEGOLAND,1976,202,7,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,13.19,371.32
10941,565-1,Moon Landing,LEGOLAND,1976,680,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,13.19,600.85
10942,585-1,Police Headquarters,LEGOLAND,1976,300,4,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,17.59,583.56
10943,616-1,Cargo Ship,Basic,1976,31,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,3.3,55.19
10944,617-1,Cowboys,LEGOLAND,1976,42,2,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,1.75,85.42
10945,661-1,Spirit of St. Louis,LEGOLAND,1976,51,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,8.79,131.45
10946,662-1,Dump Truck,LEGOLAND,1976,27,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,3.07,45.8
10947,695-1,Racing Car,LEGOLAND,1976,67,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,2.63,103.73
10948,696-1,Bus Station,LEGOLAND,1976,80,7,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,11.43,129.28
10949,697-1,Stage Coach,LEGOLAND,1976,95,1,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,4.39,79.87
10950,770-1,Rescue Set,LEGOLAND,1976,151,3,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,8.79,138.07
10951,780-1,Road Construction Set,LEGOLAND,1976,164,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,11.43,249.28
10952,901-1,Universal Motor Set,Universal Building Set,1976,31,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,21.11,98.96
10953,910-1,Advanced Basic Set,Basic,1976,283,3,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,20.23,378.37
10954,911-1,Advanced Basic Set,Basic,1976,401,4,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,21.99,382.33
10955,912-1,Advanced Basic Set with Motor,Basic,1976,471,3,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,32.55,365.23
10956,1011-1,LEGO Number and Symbol Blocks,Dacta,1976,100,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,28.15,33.42
10957,1017-1,Letter Bricks for Wall Board,Dacta,1976,150,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,42.24,42.24
10958,1045-2,Educational Building Set,Dacta,1976,683,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,33.88,138.96
10959,1077-1,Supplementary Set,Dacta,1976,198,0,Retail,True,1976-01-01 00:00:00,1978-01-01 00:00:00,0.0,98.95
10960,1601-1,Factory,LEGOLAND,1976,194,2,Promotional,True,1976-01-01 00:00:00,1978-01-01 00:00:00,0.0,483.99
10961,WEETABIX2-1,Weetabix Windmill,Basic,1976,119,2,Promotional,True,1976-01-01 00:00:00,1978-01-01 00:00:00,2.2,222.67
10962,WEETABIX3-1,Weetabix House 2,Basic,1976,140,2,Promotional,True,1976-01-01 00:00:00,1978-01-01 00:00:00,2.2,215.25
10963,WEETABIX4-1,Weetabix House 1,Basic,1976,143,1,Exclusive,True,1976-01-01 00:00:00,1978-01-01 00:00:00,2.2,150.4
10964,133-1,Locomotive,Trains,1975,87,0,Retail,True,1975-01-01 00:00:00,1977-01-01 00:00:00,2.54,508.48
10965,137-2,Passenger Sleeping Car,Trains,1975,82,0,Retail,True,1975-01-01 00:00:00,1977-01-01 00:00:00,1.66,349.65
10966,148-1,Central Station,Trains,1975,293,5,Retail,True,1975-01-01 00:00:00,1977-01-01 00:00:00,17.59,672.18
10967,190-1,Farm Set,Building Set with People,1975,526,0,Retail,True,1975-01-01 00:00:00,1977-01-01 00:00:00,6.59,339.56
10968,195-1,Airplane,Building Set with People,1975,89,0,Retail,True,1975-01-01 00:00:00,1977-01-01 00:00:00,4.83,88.61
10969,362-1,Windmill,LEGOLAND,1975,215,2,Retail,True,1975-01-01 00:00:00,1977-01-01 00:00:00,13.19,545.22
10970,430-1,Biplane,LEGOLAND,1975,18,0,Retail,True,1975-01-01 00:00:00,1977-01-01 00:00:00,2.19,83.78
10971,480-1,Rescue Helicopter,LEGOLAND,1975,62,0,Retail,True,1975-01-01 00:00:00,1977-01-01 00:00:00,0.88,211.31
10972,490-1,Mobile Crane,LEGOLAND,1975,46,0,Retail,True,1975-01-01 00:00:00,1977-01-01 00:00:00,0.88,105.89
10973,580-1,Brick Yard,LEGOLAND,1975,216,0,Retail,True,1975-01-01 00:00:00,1977-01-01 00:00:00,12.31,748.0
10974,615-2,Forklift,LEGOLAND,1975,21,1,Retail,True,1975-01-01 00:00:00,1977-01-01 00:00:00,1.31,53.35
10975,659-1,Police Patrol,LEGOLAND,1975,49,2,Retail,True,1975-01-01 00:00:00,1977-01-01 00:00:00,2.2,110.39
10976,660-1,Air Transporter,LEGOLAND,1975,39,0,Retail,True,1975-01-01 00:00:00,1977-01-01 00:00:00,0.0,93.1
10977,760-2,London Bus,LEGOLAND,1975,110,0,Retail,True,1975-01-01 00:00:00,1977-01-01 00:00:00,2.64,484.3
10978,125-2,Universal Building Set,Universal Building Set,1974,234,0,Retail,True,1974-01-01 00:00:00,1976-01-01 00:00:00,0.0,196.31
10979,145-1,Universal Building Set,Universal Building Set,1974,338,0,Retail,True,1974-01-01 00:00:00,1976-01-01 00:00:00,0.0,335.34
10980,196-1,Antique Car,Building Set with People,1974,115,0,Retail,True,1974-01-01 00:00:00,1976-01-01 00:00:00,2.19,220.67
10981,656-1,Car and Caravan,LEGOLAND,1974,52,0,Retail,True,1974-01-01 00:00:00,1976-01-01 00:00:00,1.32,132.88
10982,741-1,12 V Transformer,Trains,1974,1,0,Retail,True,1974-01-01 00:00:00,1976-01-01 00:00:00,0.0,85.08
10983,755-1,Left and Right Points,Trains,1974,12,0,Retail,True,1974-01-01 00:00:00,1976-01-01 00:00:00,0.0,24.62
10984,756-1,Electric Crossing,Trains,1974,5,0,Retail,True,1974-01-01 00:00:00,1976-01-01 00:00:00,0.0,51.1
10985,811-2,Gear Set,Universal Building Set,1974,177,0,Retail,True,1974-01-01 00:00:00,1976-01-01 00:00:00,0.0,487.69
10986,812-2,Gear Set,Universal Building Set,1974,101,0,Retail,True,1974-01-01 00:00:00,1976-01-01 00:00:00,3.48,51.22
10987,941-1,Black and Clear Bricks,Basic,1974,48,0,Retail,True,1974-01-01 00:00:00,1976-01-01 00:00:00,0.87,30.67
10988,1552-2,Sterling Boeing 727,LEGOLAND,1974,49,0,Retail,True,1974-01-01 00:00:00,1976-01-01 00:00:00,0.0,466.71
10989,1-7,Basic Set,Universal Building Set,1973,107,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,0.0,316.8
10990,2-7,Basic Set,Universal Building Set,1973,184,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,7.03,191.1
10991,3-4,Basic Set,Universal Building Set,1973,184,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,7.03,191.24
10992,4-3,Basic Set,Universal Building Set,1973,230,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,7.91,777.96
10993,6-3,Basic Set,Universal Building Set,1973,349,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,11.43,11.43
10994,7-3,Basic Set,Universal Building Set,1973,415,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,14.07,201.71
10995,8-3,Basic Set #8,Universal Building Set,1973,776,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,16.72,454.12
10996,010-2,Pre-School Set,Duplo,1973,17,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,2.64,2.64
10997,11-2,Small Preschool Set,Minitalia,1973,32,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,1.72,240.26
10998,12-2,Medium Preschool Set,Minitalia,1973,71,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,2.42,229.2
10999,13-2,Large Preschool Set,Minitalia,1973,92,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,3.3,226.73
11000,14-3,Small House Set,Minitalia,1973,0,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,2.42,576.34
11001,15-2,Large House Set,Minitalia,1973,157,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,3.96,390.51
11002,030-2,Building Set,Duplo,1973,29,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,0.0,-0.88
11003,30-2,Small Ship,Minitalia,1973,26,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,2.6,238.18
11004,31-1,Medium Ship,Minitalia,1973,39,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,3.3,244.65
11005,32-2,Large Ship,Minitalia,1973,57,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,3.96,345.39
11006,115-1,Building Set,Universal Building Set,1973,190,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,0.0,202.58
11007,135-1,Building Set,Universal Building Set,1973,338,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,6.94,13.2
11008,410-1,Payloader,LEGOLAND,1973,26,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,3.07,62.3
11009,420-1,Police Car,LEGOLAND,1973,19,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,1.31,113.24
11010,450-1,Fork Lift,LEGOLAND,1973,46,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,2.19,161.66
11011,460-1,Rescue Units,LEGOLAND,1973,42,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,1.31,580.47
11012,515-2,Building Set,Duplo,1973,31,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,0.0,-0.88
11013,540-3,Swiss Villa,LEGOLAND,1973,155,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,14.07,397.28
11014,560-2,Police Heliport,LEGOLAND,1973,169,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,14.07,391.54
11015,570-1,Fire House,LEGOLAND,1973,239,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,8.18,240.72
11016,688-1,Shell Tanker,LEGOLAND,1973,63,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,7.82,119.87
11017,710-1,Wrecker with Car,LEGOLAND,1973,89,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,7.82,206.48
11018,730-1,Steam Shovel with Carrier,LEGOLAND,1973,101,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,1.98,243.1
11019,900-1,Universal Motor Set,Basic,1973,32,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,0.0,378.17
11020,940-1,Flags; Signs and Trees,Basic,1973,33,0,Retail,True,1973-01-01 00:00:00,1975-01-01 00:00:00,0.87,72.45
11021,130-1,Double Tipper Wagon,Trains,1972,20,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,2.54,183.09
11022,131-1,Passenger Coach,Trains,1972,67,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,2.81,257.52
11023,132-2,Port Crane and Flat Waggon,Trains,1972,60,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,0.0,218.94
11024,161-1,Battery Wagon,Trains,1972,8,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,5.18,124.11
11025,171-1,Train Set without Motor,Trains,1972,147,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,8.23,527.12
11026,181-1,Train Set with Motor; Signals and Shunting Switch,Trains,1972,148,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,19.8,865.35
11027,352-1,Windmill and Lorry,LEGOLAND,1972,142,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,6.82,287.72
11028,354-1,Police Heliport,LEGOLAND,1972,168,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,8.76,445.96
11029,355-1,Town Center Set with Roadways,LEGOLAND,1972,336,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,13.64,940.76
11030,359-1,Environment Plate,Basic,1972,1,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,0.53,142.36
11031,378-1,Tractor,LEGOLAND,1972,36,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,5.71,289.74
11032,379-2,Car and Caravan,LEGOLAND,1972,93,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,1.98,354.56
11033,514-1,Pre-School Building Set,Duplo,1972,17,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,0.0,-0.88
11034,606-2,Tipper Lorry,LEGOLAND,1972,22,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,3.07,95.81
11035,609-1,Aeroplane,LEGOLAND,1972,28,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,1.89,67.68
11036,649-1,Low Loader Excavator,LEGOLAND,1972,35,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,3.95,112.08
11037,650-1,Car with Trailer and Racing Car,LEGOLAND,1972,40,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,3.07,152.06
11038,651-1,Tow Truck and Car,LEGOLAND,1972,40,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,4.83,172.72
11039,652-2,Forklift with Trailer,LEGOLAND,1972,34,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,4.66,185.54
11040,684-1,Low-Loader Truck with Forklift,LEGOLAND,1972,53,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,6.59,141.4
11041,685-1,LEGOLAND Truck with Trailer,LEGOLAND,1972,51,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,0.0,228.31
11042,724-1,12v Diesel Locomotive with Crane Wagon and Tipper Wagon,Trains,1972,155,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,26.39,968.9
11043,791-1,Red Storage Box,Gear,1972,0,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,0.0,-0.88
11044,792-1,White Storage Box,Gear,1972,0,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,0.0,-0.88
11045,793-1,Blue Storage Box,Gear,1972,0,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,0.0,-0.88
11046,803-2,Gears; Bricks and Heavy Tires,Universal Building Set,1972,163,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,0.0,97.36
11047,1550-1,Sterling Super Caravelle,LEGOLAND,1972,49,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,0.0,678.08
11048,1551-2,Sterling Baggage Train,LEGOLAND,1972,49,0,Retail,True,1972-01-01 00:00:00,1974-01-01 00:00:00,0.0,285.45
11049,2-10,Mini-Wheel Model Maker No. 2,Samsonite,1971,74,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,1.75,272.14
11050,3-8,Kraft Velveeta Mini-Wheel Model Maker Set 3,Samsonite,1971,300,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,1.76,286.77
11051,10-2,Kraft Velveeta Mini-Wheel Model Maker Set 10,Samsonite,1971,101,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,1.76,92.88
11052,21-2,Truck,Minitalia,1971,33,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,0.84,84.42
11053,22-1,Car,Minitalia,1971,47,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,1.1,211.42
11054,24-1,Train,Minitalia,1971,88,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,1.72,76.57
11055,101-2,Imagination Beginner Set 1,Samsonite,1971,290,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,4.36,230.09
11056,102-2,Imagination Basic Set 2,Samsonite,1971,426,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,6.12,356.53
11057,103-2,Imagination Standard Set 3,Samsonite,1971,576,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,8.76,8.76
11058,104-2,Imagination Deluxe Set 4,Samsonite,1971,737,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,11.4,214.47
11059,105-3,Imagination Master Series 5,Samsonite,1971,917,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,13.16,348.01
11060,107-3,4.5V Reversible Power Unit,Samsonite,1971,16,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,9.64,323.44
11061,112-3,40x40 Baseplate,Samsonite,1971,2,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,1.76,40.95
11062,128-3,Mobile Crane Plate Base,Trains,1971,38,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,3.51,136.16
11063,167-2,House and Garden Extra Parts Kit,Samsonite,1971,111,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,3.96,123.38
11064,248-2,Factory with Conveyor Belt,Samsonite,1971,248,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,7.81,487.68
11065,349-2,Mini-Wheel Construction Set,Samsonite,1971,195,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,3.07,670.89
11066,361-3,Tow Truck,Samsonite,1971,21,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,2.2,232.43
11067,680-1,Low-Loader with Crane,LEGOLAND,1971,61,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,3.95,269.54
11068,681-1,Low Loader with 4 Wheel Excavator,LEGOLAND,1971,62,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,4.83,228.49
11069,682-1,Low-Loader and Tractor,LEGOLAND,1971,57,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,3.95,213.99
11070,683-1,Articulated Lorry,LEGOLAND,1971,58,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,3.95,257.36
11071,795-1,2 Large Baseplates Red/Blue,Universal Building Set,1971,2,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,1.85,17.16
11072,796-1,2 Large Baseplates Green/Yellow,Universal Building Set,1971,2,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,1.85,14.63
11073,797-1,2 Large Baseplates Grey/White,Universal Building Set,1971,2,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,1.85,12.14
11074,798-1,2 Medium Baseplates Green,Universal Building Set,1971,2,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,2.73,15.31
11075,990-1,Trees and Signs,Universal Building Set,1971,0,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,1.1,86.49
11076,442A-1,International Flags,Classic,1971,6,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,0.44,42.64
11077,442B-1,6 International Flags,Classic,1971,6,0,Retail,True,1971-01-01 00:00:00,1973-01-01 00:00:00,0.44,79.9
11078,1-8,Small House Set,Minitalia,1970,67,0,Retail,True,1970-01-01 00:00:00,1972-01-01 00:00:00,1.1,332.13
11079,2-8,Medium House Set,Minitalia,1970,109,0,Retail,True,1970-01-01 00:00:00,1972-01-01 00:00:00,1.32,282.16
11080,3-6,Medium House Set,Minitalia,1970,158,0,Retail,True,1970-01-01 00:00:00,1972-01-01 00:00:00,2.86,295.0
11081,4-4,Large House Set,Minitalia,1970,233,0,Retail,True,1970-01-01 00:00:00,1972-01-01 00:00:00,3.08,336.76
11082,078-1,Roadway Base Plate,Samsonite,1970,1,0,Retail,True,1970-01-01 00:00:00,1972-01-01 00:00:00,1.75,840.95
11083,104-1,4.5V Replacement Motor,Trains,1970,1,0,Retail,True,1970-01-01 00:00:00,1972-01-01 00:00:00,2.2,36.27
11084,126-1,Steam Locomotive,LEGOLAND,1970,60,0,Retail,True,1970-01-01 00:00:00,1972-01-01 00:00:00,4.83,430.53
11085,157-3,4 Car Auto Transport,Samsonite,1970,65,0,Retail,True,1970-01-01 00:00:00,1972-01-01 00:00:00,4.39,352.86
11086,271-3,Mini-House with Vehicles,Samsonite,1970,0,0,Retail,True,1970-01-01 00:00:00,1972-01-01 00:00:00,6.15,860.63
11087,311-5,Remote Control Car Set,Samsonite,1970,175,0,Retail,True,1970-01-01 00:00:00,1972-01-01 00:00:00,5.27,463.65
11088,312-1,Remote Control Supplement,Samsonite,1970,1,0,Retail,True,1970-01-01 00:00:00,1972-01-01 00:00:00,3.51,301.14
11089,338-1,Ambulance,LEGOLAND,1970,74,0,Retail,True,1970-01-01 00:00:00,1972-01-01 00:00:00,4.83,112.82
11090,346-1,Jumbo Jet,Samsonite,1970,121,0,Retail,True,1970-01-01 00:00:00,1972-01-01 00:00:00,4.36,4.36
11091,347-1,Fire Station,LEGOLAND,1970,320,0,Retail,True,1970-01-01 00:00:00,1972-01-01 00:00:00,4.83,423.66
11092,348-2,Mini-Wheel Car and Truck Set,Samsonite,1970,154,0,Retail,True,1970-01-01 00:00:00,1972-01-01 00:00:00,3.51,383.86
11093,367-2,Mini Airport and Vehicle,Samsonite,1970,0,0,Retail,True,1970-01-01 00:00:00,1972-01-01 00:00:00,7.7,797.96
11094,600-1,Ambulance,LEGOLAND,1970,28,0,Retail,True,1970-01-01 00:00:00,1972-01-01 00:00:00,1.31,90.94
11095,601-2,Tow Truck,LEGOLAND,1970,21,0,Retail,True,1970-01-01 00:00:00,1972-01-01 00:00:00,2.19,71.24
11096,602-2,Fire Truck,LEGOLAND,1970,30,0,Retail,True,1970-01-01 00:00:00,1972-01-01 00:00:00,3.07,228.49
11097,603-3,Vintage Car,LEGOLAND,1970,35,0,Retail,True,1970-01-01 00:00:00,1972-01-01 00:00:00,2.63,92.3
11098,620-2,Fire Truck,LEGOLAND,1970,40,0,Retail,True,1970-01-01 00:00:00,1972-01-01 00:00:00,3.95,123.09
