,number,name,theme,year,pieces,minifigs,availability,retired,released_date,retired_date,retail,value
4136,1382-1,Scary Laboratory,Studios,2002,493,6,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,43.99,199.67
4137,1383-1,Curse of the Pharaoh,Studios,2002,51,2,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,3.51,48.4
4138,1425-1,Alpha Team Jet Sub,Alpha Team,2002,22,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,16.82
4139,1426-1,Alpha Team Wing Diver,Alpha Team,2002,21,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,21.56
4140,1427-1,Ogel Underwater Slizer,Alpha Team,2002,21,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,24.53
4141,1428-1,Kick 'n' Score,Sports,2002,24,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,10.78
4142,1429-1,Goalkeeper Training,Sports,2002,23,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,8.79
4143,1430-1,Precision Training,Sports,2002,16,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,10.38
4144,3404-2,Black Team Transport with Football,Sports,2002,127,6,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,19.99,130.46
4145,3420-1,Championship Challenge II,Sports,2002,388,12,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,43.99,190.78
4146,3420-3,Championship Challenge II L'Equipe de France Edition,Sports,2002,341,12,RetailLimited,True,2002-01-01 00:00:00,2004-01-01 00:00:00,43.99,215.3
4147,3421-1,3 vs 3 Shootout,Sports,2002,225,6,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,26.39,107.8
4148,3422-1,Shoot 'n' Save,Sports,2002,110,2,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,17.59,32.82
4149,3423-1,Freekick Frenzy,Sports,2002,54,2,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,8.79,43.57
4150,3424-1,Target Practice,Sports,2002,37,1,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,6.15,52.79
4151,3425-1,US National Team Cup Edition Set,Sports,2002,548,22,RetailLimited,True,2002-01-01 00:00:00,2004-01-01 00:00:00,79.19,213.68
4152,3425-2,Grand Championship Cup ,Sports,2002,570,22,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,79.19,213.68
4153,3426-1,Adidas Team Transport,Sports,2002,133,6,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,17.59,130.24
4154,3739-1,Blacksmith Shop,Castle,2002,619,2,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,39.99,352.0
4155,3928-1,Sandy Moondust Astrobot Minifigure,Promotional,2002,5,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,54.74
4156,3929-1,Biff Starling Astrobot Minifigure,Promotional,2002,5,1,Promotional,True,2002-10-10 00:00:00,2002-10-19 00:00:00,0.0,63.53
4157,4103-1,Creator Bucket,Creator,2002,200,0,Retail,True,2006-01-01 00:00:00,2008-01-01 00:00:00,4.39,27.64
4158,4104-1,Creator Bucket,Creator,2002,200,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,7.03,42.51
4159,4105-1,Creator Bucket,Creator,2002,500,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,8.79,34.86
4160,4106-1,Creator Bucket,Creator,2002,500,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,8.79,121.54
4161,4107-1,Build Your Dreams,Creator,2002,1000,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,17.59,54.64
4162,4108-1,T-Junction Road Plates,Town,2002,2,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,6.15,27.78
4163,4109-1,Curved Road Plates,Town,2002,2,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,6.15,19.36
4164,4110-1,Straight Road Plates,Town,2002,2,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,6.15,51.59
4165,4111-1,Cross Road Plates,Town,2002,2,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,6.15,23.28
4166,4179-1,Creator Box Set,Creator,2002,500,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,8.79,39.07
4167,4294-1,Helicopter,Basic,2002,16,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,1.31,32.66
4168,4297-1,Lightning Streak ,Racers,2002,19,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,20.72
4169,4298-1,Blue Power ,Racers,2002,19,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,10.94
4170,4299-1,Nesquik Rabbit Racer,Racers,2002,18,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,44.85
4171,4443-1,Defender 1,Sports,2002,4,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,9.6
4172,4444-1,Defender 2,Sports,2002,4,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,8.98
4173,4445-1,Mid Fielder 1,Sports,2002,4,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,7.08
4174,4446-1,Forward 1,Sports,2002,4,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,8.52
4175,4447-1,Forward 2,Sports,2002,4,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,8.37
4176,4448-1,Defender 3,Sports,2002,4,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,8.26
4177,4449-1,Defender 4,Sports,2002,4,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,8.0
4178,4450-1,Mid Fielder 2,Sports,2002,4,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,7.95
4179,4451-1,Forward 3,Sports,2002,4,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,6.61
4180,4452-1,Forward 4,Sports,2002,4,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,8.76
4181,4453-1,Goal Keeper,Sports,2002,4,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,15.32
4182,4454-1,Referee,Sports,2002,6,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,17.29
4183,4455-1,Hotdog Girl,Sports,2002,6,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,5.29
4184,4456-1,Doctor,Sports,2002,5,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,6.71
4185,4457-1,TV Cameraman,Sports,2002,4,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,5.59
4186,4458-1,TV Camera,Sports,2002,11,0,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,1.94
4187,4459-1,PK Kicker,Sports,2002,4,0,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,1.13
4188,4460-1,Goal,Sports,2002,7,0,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,1.68
4189,4461-1,Bench,Sports,2002,7,0,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,1.14
4190,4462-1,Hotdog Cart,Sports,2002,19,0,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,4.57
4191,4463-1,Light,Sports,2002,16,0,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,2.52
4192,4464-1,Bottle Case,Sports,2002,8,0,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,11.43
4193,4465-1,Vending Machine,Sports,2002,7,0,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,11.4
4194,4466-1,Sign Board,Sports,2002,4,0,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,4.66
4195,4467-1,Stretcher,Sports,2002,3,0,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,1.28
4196,4468-1,Stand,Sports,2002,9,0,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,5.13
4197,4469-1,Drinks' Stand,Sports,2002,9,0,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,5.25
4198,4470-1,Ball,Sports,2002,2,0,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,3.24
4199,4471-1,Secret Set A,Sports,2002,4,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,50.26
4200,4472-1,Secret Set B,Sports,2002,4,1,Promotional,True,2002-01-01 00:00:00,2004-01-01 00:00:00,0.0,81.14
4201,4524-1,Holiday Calendar,Creator,2002,231,2,RetailLimited,True,2002-01-01 00:00:00,2004-01-01 00:00:00,13.19,306.42
4202,4534-1,LEGO Express,Trains,2002,456,0,RetailLimited,True,2002-01-01 00:00:00,2004-01-01 00:00:00,140.79,523.6
4203,4535-1,LEGO Express Deluxe,Trains,2002,762,0,RetailLimited,True,2002-01-01 00:00:00,2004-01-01 00:00:00,158.39,694.31
4204,4582-1,Red Bullet,Racers,2002,29,1,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,3.51,6.31
4205,4583-1,Maverick Storm,Racers,2002,31,1,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,3.51,5.1
4206,4584-1,Hot Scorcher,Racers,2002,58,1,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,8.79,10.78
4207,4585-1,Nitro Pulverizer,Racers,2002,61,1,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,8.79,35.15
4208,4586-1,Stunt Race Track,Racers,2002,168,0,Retail,True,2002-01-08 00:00:00,2004-01-08 00:00:00,17.59,90.44
4209,4587-1,Duel Racers,Racers,2002,200,2,Retail,True,2002-01-08 00:00:00,2004-01-08 00:00:00,39.99,50.98
4210,4588-1,Off-Road Race Track,Racers,2002,366,0,Retail,True,2002-01-08 00:00:00,2004-01-08 00:00:00,43.99,125.71
4211,4589-1,RC Nitro Flash,Racers,2002,136,1,Retail,True,2002-01-08 00:00:00,2004-01-08 00:00:00,61.59,88.92
4212,4590-1,Flash Turbo,Racers,2002,28,1,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,3.51,5.03
4213,4591-1,Star Strike,Racers,2002,28,1,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,3.51,4.52
4214,4592-1,Red Monster,Racers,2002,25,1,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,3.51,4.66
4215,4593-1,Zero Hurricane and Red Blizzard,Racers,2002,74,2,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,6.15,15.07
4216,4594-1,Maverick Sprinter and Hot Arrow,Racers,2002,66,2,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,6.15,24.38
4217,4595-1,Zero Tornado & Hot Rock,Racers,2002,71,2,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,8.79,50.7
4218,4596-1,Storming Cobra,Racers,2002,75,1,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,8.79,21.82
4219,4711-1,Flying Lesson,Harry Potter,2002,23,2,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,3.51,28.3
4220,4712-1,Troll on the Loose,Harry Potter,2002,71,2,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,8.79,79.11
4221,4714-1,Gringott's Bank,Harry Potter,2002,250,4,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,26.39,147.1
4222,4726-1,Quidditch Practice,Harry Potter,2002,128,3,Retail,True,2002-01-09 00:00:00,2004-01-09 00:00:00,13.19,65.98
4223,4727-1,Aragog in the Dark Forest,Harry Potter,2002,178,2,Retail,True,2002-01-09 00:00:00,2004-01-09 00:00:00,17.59,52.58
4224,4728-1,Escape from Privet Drive,Harry Potter,2002,278,3,Retail,True,2002-01-09 00:00:00,2004-01-09 00:00:00,26.39,128.07
4225,4729-1,Dumbledore's Office,Harry Potter,2002,446,3,Retail,True,2002-01-09 00:00:00,2004-01-09 00:00:00,43.99,152.7
4226,4730-1,The Chamber of Secrets,Harry Potter,2002,591,5,Retail,True,2002-01-09 00:00:00,2004-01-09 00:00:00,61.59,315.81
4227,4731-1,Dobby's Release,Harry Potter,2002,70,2,Retail,True,2002-01-09 00:00:00,2004-01-09 00:00:00,6.15,38.01
4228,4733-1,The Dueling Club,Harry Potter,2002,129,4,Retail,True,2002-01-09 00:00:00,2004-01-09 00:00:00,17.59,61.69
4229,4735-1,Slytherin Common Room,Harry Potter,2002,90,3,Retail,True,2002-01-09 00:00:00,2004-01-09 00:00:00,8.79,46.33
4230,4788-1,Ogel Mutant Ray,Alpha Team,2002,68,2,RetailLimited,True,2002-01-01 00:00:00,2004-01-01 00:00:00,8.79,34.88
4231,4789-1,Alpha Team Aquatic Mech,Alpha Team,2002,162,1,RetailLimited,True,2002-01-01 00:00:00,2004-01-01 00:00:00,17.59,53.13
4232,4790-1,Alpha Team Robot Diver,Alpha Team,2002,32,1,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,3.51,16.24
4233,4791-1,Alpha Team Sub-Surface Scooter,Alpha Team,2002,42,1,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,6.15,29.23
4234,4792-1,Alpha Team Navigator and ROV,Alpha Team,2002,111,1,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,8.79,37.5
4235,4793-1,Ogel Shark Sub,Alpha Team,2002,115,3,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,17.59,58.77
4236,4794-1,Alpha Team Command Sub,Alpha Team,2002,189,2,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,26.39,100.61
4237,4795-1,Ogel Underwater Base and AT Sub,Alpha Team,2002,468,4,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,43.99,136.24
4238,4796-1,Ogel Mutant Squid,Alpha Team,2002,62,1,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,8.79,26.05
4239,4797-1,Ogel Mutant Killer Whale,Alpha Team,2002,57,1,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,8.79,57.2
4240,4798-1,Evil Ogel Attack,Alpha Team,2002,21,1,RetailLimited,True,2002-01-01 00:00:00,2004-01-01 00:00:00,2.63,9.72
4241,4799-1,Ogel Drone Octopus,Alpha Team,2002,18,1,RetailLimited,True,2002-01-01 00:00:00,2004-01-01 00:00:00,2.63,20.91
4242,4800-1,AT Jet Sub,Alpha Team,2002,23,1,RetailLimited,True,2002-01-01 00:00:00,2004-01-01 00:00:00,2.63,7.08
4243,6636-1,Command Post Central,Town,2002,273,7,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,57.2,220.65
4244,6731-1,Skateboarding Pepper,Island Xtreme Stunts,2002,11,1,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,3.51,7.03
4245,6732-1,Brickster's Trike,Island Xtreme Stunts,2002,12,1,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,3.51,12.28
4246,6733-1,Snap's Cruiser,Island Xtreme Stunts,2002,19,1,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,3.51,13.61
4247,6734-1,Beach Cruisers,Island Xtreme Stunts,2002,53,2,Retail,True,2002-01-07 00:00:00,2004-01-07 00:00:00,6.15,14.86
4248,6735-1,Air Chase,Island Xtreme Stunts,2002,85,2,Retail,True,2002-01-07 00:00:00,2004-01-07 00:00:00,8.79,18.92
4249,6736-1,Beach Lookout,Island Xtreme Stunts,2002,87,2,Retail,True,2002-01-07 00:00:00,2004-01-07 00:00:00,11.43,61.59
4250,6737-1,Wake Rider,Island Xtreme Stunts,2002,93,2,Retail,True,2002-01-07 00:00:00,2004-01-07 00:00:00,11.43,35.69
4251,6738-1,Skateboard Challenge,Island Xtreme Stunts,2002,108,3,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,17.59,66.52
4252,6739-1,Truck & Stunt Trikes,Island Xtreme Stunts,2002,199,3,Retail,True,2002-01-07 00:00:00,2004-01-07 00:00:00,26.39,50.15
4253,6740-1,Xtreme Tower,Island Xtreme Stunts,2002,330,6,Retail,True,2002-01-07 00:00:00,2004-01-07 00:00:00,43.99,83.59
4254,6762-1,Fort Legoredo,Western,2002,673,10,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,87.99,821.74
4255,6763-1,Rapid River Village,Western,2002,343,7,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,61.59,466.67
4256,6764-1,Sheriff's Lock-Up,Western,2002,171,4,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,26.39,269.98
4257,7103-1,Jedi Duel,Star Wars,2002,82,2,Retail,True,2002-01-04 00:00:00,2004-01-04 00:00:00,9.99,113.53
4258,7113-1,Tusken Raider Encounter,Star Wars,2002,93,3,Retail,True,2002-01-04 00:00:00,2004-01-04 00:00:00,8.79,83.96
4259,7119-1,Twin-Pod Cloud Car,Star Wars,2002,118,1,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,8.79,49.02
4260,7133-1,Bounty Hunter Pursuit,Star Wars,2002,259,3,Retail,True,2002-01-04 00:00:00,2004-01-04 00:00:00,26.39,362.27
4261,7139-1,Ewok Attack,Star Wars,2002,121,4,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,11.43,79.2
4262,7142-1,X-Wing Fighter,Star Wars,2002,267,4,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,26.39,338.54
4263,7143-1,Jedi Starfighter,Star Wars,2002,139,1,Retail,True,2002-01-04 00:00:00,2004-01-04 00:00:00,17.59,128.23
4264,7152-1,TIE Fighter & Y-wing,Star Wars,2002,410,3,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,43.99,219.41
4265,7153-1,Jango Fett's Slave I,Star Wars,2002,360,2,Retail,True,2002-01-04 00:00:00,2004-01-04 00:00:00,43.99,920.45
4266,7163-1,Republic Gunship,Star Wars,2002,693,8,Retail,True,2002-01-04 00:00:00,2004-01-04 00:00:00,79.19,924.41
4267,7194-1,Yoda,Star Wars,2002,1075,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,87.99,433.36
4268,7200-1,Final Duel I,Star Wars,2002,31,2,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,6.15,84.16
4269,7201-1,Final Duel II,Star Wars,2002,26,3,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,6.15,44.0
4270,7203-1,Jedi Defense I,Star Wars,2002,59,3,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,6.15,87.99
4271,7204-1,Jedi Defense II,Star Wars,2002,53,3,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,6.15,67.52
4272,7825-1,Creator Bucket,Creator,2002,500,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,8.79,40.66
4273,7830-1,Creator Bucket,Creator,2002,200,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,4.39,19.31
4274,7831-1,Creator Bucket,Creator,2002,200,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,4.39,52.8
4275,7832-1,Creator Bucket,Creator,2002,200,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,4.39,32.86
4276,7837-1,Build and Create Bucket,Creator,2002,600,0,RetailLimited,True,2002-01-01 00:00:00,2004-01-01 00:00:00,13.19,103.99
4277,8009-1,R2-D2,Star Wars,2002,240,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,17.59,53.55
4278,8010-1,Darth Vader,Star Wars,2002,391,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,39.99,101.49
4279,8011-1,Jango Fett,Star Wars,2002,422,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,26.39,57.18
4280,8012-1,Super Battle Droid,Star Wars,2002,379,0,Retail,True,2002-01-04 00:00:00,2004-01-04 00:00:00,34.99,64.64
4281,8429-1,Helicopter,Technic,2002,147,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,14.95,41.19
4282,8430-1,Mag Wheel Master,Technic,2002,318,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,34.99,96.95
4283,8431-1,Pneumatic Crane Truck,Technic,2002,862,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,74.79,197.89
4284,8468-1,Power Crusher,Racers,2002,87,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,7.03,58.53
4285,8469-1,Slammer Raptor,Racers,2002,144,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,8.79,120.55
4286,8470-1,Slammer G-Force,Racers,2002,148,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,13.19,79.2
4287,8471-1,Nitro Burner,Racers,2002,119,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,17.59,25.21
4288,8472-1,Mud & Street Racer,Racers,2002,353,0,Retail,True,2002-01-08 00:00:00,2004-01-08 00:00:00,61.59,95.4
4289,8473-1,Nitro Race Team,Racers,2002,510,0,Retail,True,2002-01-08 00:00:00,2004-01-08 00:00:00,43.99,72.19
4290,8475-1,RC Race Buggy,Racers,2002,284,0,Retail,True,2002-01-08 00:00:00,2004-01-08 00:00:00,114.39,279.8
4291,10020-1,Santa Fe Super Chief,Trains,2002,435,2,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,34.99,389.07
4292,10022-1,Santa Fe Cars Set II,Trains,2002,411,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,34.99,406.5
4293,10024-1,Red Baron,Advanced Models,2002,664,0,RetailLimited,True,2002-01-01 00:00:00,2004-01-01 00:00:00,43.99,444.61
4294,10025-1,Santa Fe Cars Set I,Trains,2002,326,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,34.99,377.66
4295,10036-1,Pizza-To-Go,Town,2002,151,3,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,17.59,210.43
4296,10037-1,Breezeway Café,Town,2002,183,5,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,20.23,264.0
4297,10039-1,Black Falcon's Fortress,Castle,2002,426,6,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,39.99,609.82
4298,10043-1,2x2 Electrical Plate,Bulk Bricks,2002,1,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,5.27,14.41
4299,10044-1,Windows and Doors,Bulk Bricks,2002,44,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,7.03,18.21
4300,10045-1,Bridge Elements,Bulk Bricks,2002,13,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,11.43,28.29
4301,10046-1,Brown Tiles,Bulk Bricks,2002,100,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,6.15,40.61
4302,10047-1,Arch,Bulk Bricks,2002,36,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,5.27,6.51
4303,10048-1,Small Wheels and Axles,Bulk Bricks,2002,61,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,7.03,14.36
4304,10049-1,Large Wheels and Axles,Bulk Bricks,2002,31,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,5.27,13.75
4305,10050-1,Grey Fences,Bulk Bricks,2002,34,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,5.27,18.39
4306,10051-1,Small Windows,Bulk Bricks,2002,50,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,6.15,13.78
4307,10053-1,Black Roof Tiles,Bulk Bricks,2002,44,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,5.27,12.1
4308,10054-1,Black Roof Tiles,Bulk Bricks,2002,68,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,5.27,12.1
4309,10055-1,Black Roof Tiles,Bulk Bricks,2002,50,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,5.27,12.18
4310,10056-1,White Plates,Bulk Bricks,2002,56,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,4.39,7.54
4311,10057-1,Black Plates,Bulk Bricks,2002,56,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,4.39,14.76
4312,10058-1,Red Plates,Bulk Bricks,2002,56,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,4.39,4.94
4313,10059-1,Dark Green Plates,Bulk Bricks,2002,56,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,4.39,15.65
4314,10060-1,Grey Plates,Bulk Bricks,2002,56,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,4.39,11.84
4315,10061-1,Black Plates,Bulk Bricks,2002,84,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,4.39,11.51
4316,10062-1,Red Plates,Bulk Bricks,2002,84,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,4.39,6.27
4317,10063-1,Dark Green Plates,Bulk Bricks,2002,84,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,4.39,6.99
4318,10064-1,Grey Plates,Bulk Bricks,2002,84,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,4.39,15.86
4319,10065-1,White Plates,Bulk Bricks,2002,84,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,4.39,7.83
4320,10066-1,Castle Accessories,Bulk Bricks,2002,37,1,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,4.39,61.59
4321,10067-1,Mini-Fig Headgear,Bulk Bricks,2002,53,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,4.39,15.7
4322,10068-1,Santa,Seasonal,2002,39,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,2.19,7.04
4323,10069-1,Tree,Seasonal,2002,33,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,2.99,7.22
4324,10070-1,Reindeer,Seasonal,2002,26,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,2.99,6.73
4325,10153-1,Train Motor 9 V,Trains,2002,3,0,RetailLimited,True,2002-01-01 00:00:00,2004-01-01 00:00:00,21.99,110.66
4326,10205-1,Large Black Train Engine with Tender,Trains,2002,232,0,RetailLimited,True,2002-01-01 00:00:00,2004-01-01 00:00:00,21.11,307.59
4327,65062-1,Racers Turbo Pack,Racers,2002,87,0,RetailLimited,True,2002-01-01 00:00:00,2004-01-01 00:00:00,8.79,25.17
4328,65071-1,Bionicle Dual Pack: Lehvak & Pahrak,Bionicle,2002,82,0,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,11.43,87.05
4329,65118-1,Alpha Team Secret Mission Collector's Pack,Alpha Team,2002,242,0,RetailLimited,True,2002-01-01 00:00:00,2004-01-01 00:00:00,34.99,104.66
4330,65145-1,X-wing Fighter / TIE Fighter & Y-wing Collectors Set,Star Wars,2002,677,0,RetailLimited,True,2002-01-01 00:00:00,2004-01-01 00:00:00,43.99,807.66
4331,4186875-1,Platform and Mini-Figures,Trains,2002,47,5,RetailLimited,True,2002-01-01 00:00:00,2004-01-01 00:00:00,17.59,61.8
